,fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified,tweets_en
1649,Ramazan Selimoğlu,1720134080988127400,1439,11,29,469,Hamas,"Yanıyorsun Tel Aviv...
Alev alev...
Ey siyonist israil dünya gittikçe sana dar gelecek!
Yatacak yerin olmayacak!

#Filistin #EbuUbeyde #Hamas
#Gaza #Gazawar #GazaGenocide
#ELKASSAMTUGAYLARI Ebu Hamza
Ebu Ubeyde #GazaGenoside #Mısır
#IsraeliNewNazism #SiyonistVahşet
#Palestine #غزة_تنتصر #مجزرة_جباليا 
El Kassam Tugayları #Somali #Yemen
#IsraelPalestineWar #Teröristİsrail
Tel Aviv'e #Füze #Boycott Mahmut Abbas",2023-11-02T17:41:00.000Z,@selimoluR,True,"You are on fire Tel Aviv...
Ablaze...
O Zionist Israel, the world will become increasingly narrow for you!
You won't have a place to sleep!

#Palestine #Abu Ubeyde #Hamas
#Gaza #Gazawar #GazaGenocide
#ELKASSAMBRIGADES Abu Hamza
Abu Ubeyde #GazaGenoside #Egypt
#IsraeliNewNazism #ZionistBrutality
#Palestine #غزة_تنتصر #مجزرة_جباليا
Al Qassam Brigades #Somalia #Yemen
#IsraelPalestineWar #TerroristIsrael
#Missile to Tel Aviv #Boycott Mahmoud Abbas"
1650,Şevki Karabekiroğlu.,1720192674928509199,1089,1,9,307,Hamas,"İsrail'in yaptığı havadan bombardıman
Savaş değil ki.
Kahpelik kalleşlik adilik alçaklık.
Siviller hedef..
Savaşı Hamas yapıyor.
Mertçe, adam gibi, yüz yüze, karşı karşıya.
Sahada.",2023-11-02T21:34:00.000Z,@karabekiroglu_s,True,"Israeli aerial bombardment
It's not war.
Perfidy, treachery, vileness, despicableness.
Civilians are targets..
Hamas is fighting the war.
Manly, like a man, face to face, face to face.
On the field."
1651,Octavian °••🏳️‍🌈🇮🇱🏳️‍⚧️🇺🇲✊🏿,1720318513288544627,0,0,0,0,Hamas,"ochaopt.org/data/casualties

This clearly shows israel to be worse than hamas, for humanity
Last week numbers btw

You can see for yourself israel is a terrorist nation

Both by number and intensity of war crimes
Worst than hamas, correct?

Should we exterminate them?

If not, why?🤡",2023-11-03T05:54:00.000Z,@octavianasix,False,"ochaopt.org/data/casualties

This clearly shows israel to be worse than hamas, for humanity
Last week numbers btw

You can see for yourself israel is a terrorist nation

Both by number and intensity of war crimes
Worst than hamas, correct?

Should we exterminate them?

If not, why?🤡"
1652,Gilbert Collard,1720062385128444068,2471,50,272,1227,Israel,"Depuis le Qatar, les Frères Musulmans lancent une fatwa exigeant une intervention militaire immédiate contre Israël : il faut immédiatement fermer toutes les mosquées, écoles, associations « fréristes » en France ! Ne pas agir, c'est cautionner !",2023-11-02T12:56:00.000Z,@GilbertCollard,True,"From Qatar, the Muslim Brotherhood launches a fatwa demanding immediate military intervention against Israel: all “Brotherhood” mosques, schools and associations in France must immediately be closed! Failure to act is condoning!"
1653,Mindy Robinson 🇺🇸,1720298967291060684,169,3,31,34,Israel,"$14.3 billion to Israel?! 😡

Why aren’t American taxes going to Americans in need?! Our border is wide open and these damn traitors in DC can’t stop sending our hard earned money overseas and back to themselves like we don’t know what they’re really doing.",2023-11-03T04:36:00.000Z,@iheartmindy,True,"$14.3 billion to Israel?! 😡

Why aren’t American taxes going to Americans in need?! Our border is wide open and these damn traitors in DC can’t stop sending our hard earned money overseas and back to themselves like we don’t know what they’re really doing."
1654,alina ɗuarte,1720136130765431013,1271,12,82,657,Israel,"Como cada año los países del mundo votan por acabar con el bloqueo a #Cuba. Solo Estados Unidos e Israel votan en contra y Ucrania se abstiene. A quienes hay que aislar son a esas elites que gobiernan desde el terrorismo de Estado.

¡Abajo el bloqueo a Cuba!",2023-11-02T17:49:00.000Z,@AlinaDuarte_,True,"Like every year, the countries of the world vote to end the blockade of #Cuba. Only the United States and Israel vote against and Ukraine abstains. Those who must be isolated are those elites who govern through state terrorism.

Down with the blockade of Cuba!"
1655,commonsense77,1720318656578756920,0,0,0,0,Israel,You prefer old war drums Nikki Hayley plunging the world into nuclear war vs Iran while Israel commit an USA funded ethnic cleansing? Cool,2023-11-03T05:55:00.000Z,@commonsense7778,False,You prefer old war drums Nikki Hayley plunging the world into nuclear war vs Iran while Israel commit an USA funded ethnic cleansing? Cool
1656,Livi 🏹,1720296847103930432,117,0,1,50,Israel,"Daripada nyinyir kaya gini, mending langsung ikut program boikot dari BDS aja. Memang kalau mau dilist tuh buanyak banget merk yang terasosiasi dengan Israel seperti 3 gambar pertama yang kucantumkan tapi inget kata BDS (last pic) kalau targeted boycotts jauh lebih efektif.",2023-11-03T04:28:00.000Z,@liviatoures,False,"Instead of making comments like this, it's better to just join the BDS boycott program. Indeed, if you want to list it, there are a lot of brands associated with Israel like the first 3 pictures I listed, but remember the words BDS (last pic) that targeted boycotts are much more effective."
1657,adil / عادل🇸🇩,1720185973445922887,4,0,0,2,Israel,"I recommend everyone watch Youmna ElSayed's gut-wrenching testimony of #Israel's deliberate wholesale murder of innocent journalists and mass murder and genocide of innocent civilians

God protect her and all journalists
piped.video/watch?v=2kXg4COD…",2023-11-02T21:07:00.000Z,@liberty_sudan,False,"I recommend everyone watch Youmna ElSayed's gut-wrenching testimony of #Israel's deliberate wholesale murder of innocent journalists and mass murder and genocide of innocent civilians

God protect her and all journalists
piped.video/watch?v=2kXg4COD…"
1658,McCrow,1720318655659987444,0,0,0,0,Israel,"Children in Israel only see acts of terror performed and committed by these people on Israeli soil. They see them hold up bloody hands, parade dead bodies, show videos of murder and show off Whatsapp calls about killing Jews.",2023-11-03T05:55:00.000Z,@McCrowVic,False,"Children in Israel only see acts of terror performed and committed by these people on Israeli soil. They see them hold up bloody hands, parade dead bodies, show videos of murder and show off Whatsapp calls about killing Jews."
1659,emmy,1720123801973731369,57,0,0,13,Palestine,this is available as a sticker on my shop to raise money / support palestine! pixieeeshop.com/products/sup…,2023-11-02T17:00:00.000Z,@pixieeeshop,False,this is available as a sticker on my shop to raise money / support palestine! pixieeeshop.com/products/sup…
1660,jungkook loops ⁷,1720315868771434607,1170,27,2,455,Palestine,"' we weren't perfect, but we came close' 💔",2023-11-03T05:43:00.000Z,@jeonjkloops,True,"' we weren't perfect, but we came close' 💔"
1661,News24,1720315902535802935,145,2,16,10,Palestine,"""7 अक्टूबर को इसराइल पर हुआ हमला आतंकवाद है, आतंकवाद किसी भी क़ीमत पर स्वीकार नहीं है""

◆ इटली में विदेश मंत्री एस जयशंकर का बयान 

#Israel | #Palestine | @DrSJaishankar |",2023-11-03T05:44:00.000Z,@news24tvchannel,True,"“The attack on Israel on October 7 is terrorism, terrorism is not acceptable at any cost.”

◆ Statement of Foreign Minister S Jaishankar in Italy

#Israel | #Palestine @DrSJaishankar |"
1662,Dea,1718299198385426832,3569,55,18,1849,Palestine,"Authors who KEEPS TALKING AND SUPPORTING PALESTINE
I love u guys so much 
- S.K. Ali (Love from A to Z)
- Tehlor Kay Majia (Paola Santiago series)
- Xiran Jay Zhao (Iron Widow)
- Sabaa Tahir (All My Rage)",2023-10-28T16:10:00.000Z,@uppuuup,False,"Authors who KEEPS TALKING AND SUPPORTING PALESTINE
I love u guys so much 
- S.K. Ali (Love from A to Z)
- Tehlor Kay Majia (Paola Santiago series)
- Xiran Jay Zhao (Iron Widow)
- Sabaa Tahir (All My Rage)"
1663,g 🥲,1720180316902449367,3077,4,3,255,Palestine,"Foolish: [reading trumpet's last signs]
Trumpet: [stands next to him]
Foolish: hey, i can learn a little bit of spanish from you. One last time
Trumpet: [stays until Foolish finishes reading and translating]

i wasn't
ready for this.",2023-11-02T20:45:00.000Z,@ksdalt_,False,"Foolish: [reading trumpet's last signs]
Trumpet: [stands next to him]
Foolish: hey, i can learn a little bit of spanish from you. One last time
Trumpet: [stays until Foolish finishes reading and translating]

i wasn't
ready for this."
1664,Freshyelluuuuuu(Commissions closed),1720014895801045003,2136,4,3,1272,Palestine,🇵🇸#FreePalestine #CeasefireNOW,2023-11-02T09:48:00.000Z,@freshyellu,False,🇵🇸#FreePalestine #CeasefireNOW
1665,Rev Laskaris,1720259463909613610,952,12,32,317,Palestine,🇱🇾🇵🇸 GADDAFI STOOD WITH PALESTINE!,2023-11-03T01:59:00.000Z,@REVMAXXING,True,🇱🇾🇵🇸 GADDAFI STOOD WITH PALESTINE!
1666,Rivkah Brown,1720001654777340295,7316,218,269,3088,Palestine,"HAPPENING NOW: Dozens of Jewish people hold shacharit (morning prayer) service at St Pancras Station in support of Palestine. Police attempt to break up the service to shouts of ""Let us pray!""",2023-11-02T08:55:00.000Z,@rivkahbrown,False,"HAPPENING NOW: Dozens of Jewish people hold shacharit (morning prayer) service at St Pancras Station in support of Palestine. Police attempt to break up the service to shouts of ""Let us pray!"""
1667,Remi Kanazi,1720256590790414690,1222,3,13,469,Palestine,"From the river to the sea Palestine will be free is a beautiful slogan about liberation and freedom. It is about refugees returning and living with dignity

But when you’re actually carrying out genocide, words feel like violence and liberation for all people feels like death",2023-11-03T01:48:00.000Z,@Remroum,False,"From the river to the sea Palestine will be free is a beautiful slogan about liberation and freedom. It is about refugees returning and living with dignity

But when you’re actually carrying out genocide, words feel like violence and liberation for all people feels like death"
1668,Free Palestine 🇵🇸,1720318545366593570,0,0,0,0,Palestine,A secret third option,2023-11-03T05:54:00.000Z,@bbgrlronweasley,False,A secret third option
1669,Martin Daubney 🇬🇧,1720035360548192690,3569,75,366,1073,Palestine,"It's astonishing that coaches from Batley are heading to London on Nov 11th to march for Palestine - on Armistice Day

A reminder that the Batley Grammar School teacher is still in hiding 2 1/2 years on... Yet Batley residents are heading to London to dole out moral advice!",2023-11-02T11:09:00.000Z,@MartinDaubney,True,"It's astonishing that coaches from Batley are heading to London on Nov 11th to march for Palestine - on Armistice Day

A reminder that the Batley Grammar School teacher is still in hiding 2 1/2 years on... Yet Batley residents are heading to London to dole out moral advice!"
1670,UR Libre,1720006417178828876,142,33,56,204,Israel,Aquí el ESTAFADOR Newman Pérez tratando de explicar por que todos los incautos no pueden retirar su dinero por culpa de otro y de #Colombia @PoliciaColombia @FiscaliaCol,2023-11-02T09:14:00.000Z,@freeUR_vzla,False,Here the SCAMMER Newman Pérez trying to explain why all the unwary cannot withdraw their money because of another and #Colombia @PoliciaColombia @FiscaliaCol
1671,Cerebro Frito,1720306099218268239,1,0,0,1,Israel,Kelly pero qué mondá! ¿Qué tienen que ver una noticia de Israel y un mural de Luis Díaz? 🤷🏾‍♂️ están enfermos estos negocios periodísticos.,2023-11-03T05:05:00.000Z,@SrBlackJuan,True,Kelly but what a cutie! What do news from Israel and a mural by Luis Díaz have to do with each other? 🤷🏾‍♂️ these journalistic businesses are sick.
1672,🌸 yae nicko ✨,1719630117784465593,2539,1,0,818,Israel,fuck israel fuck it’s supporters you will all be living in hell after this,2023-11-01T08:19:00.000Z,@nekokonut22,True,fuck israel fuck it’s supporters you will all be living in hell after this
1673,ليث ريحان,1718294619304153100,188,7,5,89,Israel,"Speaking of France colonizing Algeria, did you know ""Israel"" had quite a significant involvement in the Algerian War to prevent us Algerians from getting our independence?",2023-10-28T15:52:00.000Z,@LaithRaihan,False,"Speaking of France colonizing Algeria, did you know ""Israel"" had quite a significant involvement in the Algerian War to prevent us Algerians from getting our independence?"
1674,Mosquito,1720318654271598661,0,0,0,0,Israel,"Israel after the War
should Have Significant
Amounts of Land Removed
from their Possession as
Reparations for this Genocide.

the UN Must Do This.
There Needs to Be Consequences.",2023-11-03T05:55:00.000Z,@Moss_Skeet_Toe,False,"Israel after the War
should Have Significant
Amounts of Land Removed
from their Possession as
Reparations for this Genocide.

the UN Must Do This.
There Needs to Be Consequences."
1675,Jocelyn Hurndall,1720139682992754700,192,0,3,136,Israel,"Few journalists know as much about apartheid in Israel as journalist, Gideon Levy. Thank God for this courageous Israeli who is wholly unafraid to tell Israel the truth about itself. Please listen to his passionate words.",2023-11-02T18:03:00.000Z,@jocelynhurndall,True,"Few journalists know as much about apartheid in Israel as journalist, Gideon Levy. Thank God for this courageous Israeli who is wholly unafraid to tell Israel the truth about itself. Please listen to his passionate words."
1676,Philippe de Villiers,1720132285138075839,1527,39,250,702,Hamas,"#Israël, aux yeux de l’#islamisme conquérant, est la pointe avancée de l’Occident. 
Si Israël meurt, alors l’Occident sera mortellement atteint.

🔴Voir l'émission complète : piped.video/Ji7_eJWCWYc

#FaceAPhilippeDeVilliers #FADV #CNews #Israël #Hamas",2023-11-02T17:34:00.000Z,@PhdeVilliers,True,"#Israel, in the eyes of conquering #Islamism, is the advanced point of the West.
If Israel dies, then the West will be mortally wounded.

🔴Watch the full show: piped.video/Ji7_eJWCWYc

#FaceAPhilippeDeVilliers #FADV #CNews #Israel #Hamas"
1677,HawaiiDelilah™ 🟦 #MauiStrong 🇺🇸🇮🇱🇺🇦,1720306253354901547,56,0,3,13,Hamas,Lebanon is in a financial crisis and the last thing it needs is to be dragged into a war.  But the thing about terrorists like Hamas and Hezbollah is that they do not actually give a shit about people.  It is all about raging psychotic hate and death and power.,2023-11-03T05:05:00.000Z,@HawaiiDelilah,True,Lebanon is in a financial crisis and the last thing it needs is to be dragged into a war.  But the thing about terrorists like Hamas and Hezbollah is that they do not actually give a shit about people.  It is all about raging psychotic hate and death and power.
1678,Eduardo Feinmann,1719778654375289240,2699,64,662,933,Hamas,Siempre del lado incorrecto de la vida 👉La Argentina se sumó a la posición de Boric y Petro y condenó la respuesta israelí al ataque terrorista de Hamas - Infobae infobae.com/politica/2023/11…,2023-11-01T18:09:00.000Z,@edufeiok,True,Always on the wrong side of life 👉Argentina joined Boric and Petro's position and condemned the Israeli response to the Hamas terrorist attack - Infobae infobae.com/politica/2023/11…
1679,🏴Iranian American 🇺🇸,1720063212190937287,627,2,8,94,Hamas,"مادری که پسرش رو در بمباران از دست داده میگه:

تمام این اتفاق ها بخاطر شما سگ‌های حماس هست!

بعد یک نفر جلوی دهنش رو می‌گیره و بهش می‌گه خفه شو! 

The mother who lost her son says ""all this is because of you Hamas dogs""",2023-11-02T13:00:00.000Z,@IranLionness,True,"A mother who lost her son in the bombing says:

All these events are because of you Hamas dogs!

Then someone covers his mouth and tells him to shut up!

The mother who lost her son says ""all this is because of you Hamas dogs"""
1680,Leonardo Lopes,1720134893529702593,1010,10,65,160,Hamas,"Para quem pede cessar-fogo de Israel, peço que sugira uma solução para o conflito com o Hamas, considerando que consta no estatuto do Hamas:

- Ele existe pra matar judeus e exterminar o estado de Israel
- Ele nunca fará nenhuma negociação e não aceitará a ONU ou qq entidade fazendo mediações
- Ele não aceita a proposta de 2 estados. Eles querem tudo, do rio ao mar, e Israel deve desaparecer

Considere tb que:
- Eles continuam atacando Israel
- Eles prometeram repetir o atentado de 07/10 quantas vezes forem necessárias até exterminar o estado de Israel
- Mais de 200 reféns ainda estão lá.",2023-11-02T17:44:00.000Z,@leonardo1opes,True,"For those calling for Israel's ceasefire, I ask you to suggest a solution to the conflict with Hamas, considering what is stated in Hamas' statute:

- He exists to kill Jews and exterminate the state of Israel
- He will never negotiate and will not accept the UN or any entity doing mediation
- He does not accept the proposal of 2 states. They want everything, from the river to the sea, and Israel must disappear

Also consider that:
- They keep attacking Israel
- They promised to repeat the attack of 10/7 as many times as necessary until they exterminate the state of Israel
- More than 200 hostages are still there."
1681,Patricia Bullrich,1720100880199168138,8131,58,889,2618,Hamas,"Una vez más el kirchnerismo se pone del lado del terrorismo, como cuando firmó el pacto con Irán. 
Hamas tiene a argentinos como rehenes. Nuestro deber es pedir por ellos y por todos aquellos que fueron secuestrados y asesinados.

El ministro y candidato Massa busca despegarse del kirchnerismo, cuando Máximo Kirchner fue su candidato a diputado y Wado De Pedro a senador. ¿Cree que no nos damos cuenta?

Por eso, Argentina precisa un cambio definitivo, con una política internacional clara, prodemocracia, con ideas concretas y perdurables.",2023-11-02T15:29:00.000Z,@PatoBullrich,True,"Once again Kirchnerism takes the side of terrorism, as when it signed the pact with Iran.
Hamas holds Argentines hostage. Our duty is to pray for them and for all those who were kidnapped and murdered.

The minister and candidate Massa seeks to detach himself from Kirchnerism, when Máximo Kirchner was his candidate for deputy and Wado De Pedro for senator. Do you think we don't realize it?

For this reason, Argentina needs a definitive change, with a clear international policy, pro-democracy, with concrete and lasting ideas."
1682,Sista Léa 🥇ن 🇫🇷,1720150544948375839,96,0,17,45,Hamas,La gueule de la haine = le Hamas et des gens manifestent pour soutenir ce diable ?! #FaceALinfo,2023-11-02T18:47:00.000Z,@sistadunet,True,The mouth of hatred = Hamas and people are demonstrating to support this devil?! #FaceALinfo
1683,Michael Schweitzer,1720318510222467295,0,0,0,0,Hamas,ROFL. Ceasefire? Terrorists don’t cease to kill. There will be a peaceful ceasefire once Hamas is eliminated.,2023-11-03T05:54:00.000Z,@mikeridebike,True,ROFL. Ceasefire? Terrorists don’t cease to kill. There will be a peaceful ceasefire once Hamas is eliminated.
1684,Israel Defense Forces,1720213978092101955,8994,228,2149,2850,Hamas,"We, the IDF, are only operating against the Hamas terrorist organization for the safety of both Israeli and Gazan civilians. 

Therefore, we have been urging the people of Gaza to evacuate south.

For the past three weeks, this message was communicated to the people of Gaza in various forms–spoken, printed, or televised.",2023-11-02T22:59:00.000Z,@IDF,True,"We, the IDF, are only operating against the Hamas terrorist organization for the safety of both Israeli and Gazan civilians. 

Therefore, we have been urging the people of Gaza to evacuate south.

For the past three weeks, this message was communicated to the people of Gaza in various forms–spoken, printed, or televised."
1685,Eric Coquerel,1719992954197098994,584,6,85,348,Hamas,"Depuis le 7 octobre 130 à 135 palestiniens ont été tués en Cisjordanie où le Hamas n’est pas. 

A Gaza, autant de civils tués (8805) interdit de parler de victimes collatérales d’une guerre contre le Hamas mais bien de cible assumée en vue d’un nettoyage ethnique.

Tout cela rappelle  l’objectif annoncé dès septembre par Netanyahu : en finir avec ces deux territoires palestiniens et les intégrer à Israël. 

Cette entreprise fera le malheur des deux peuples, Palestinien mais aussi Israélien. Arrêtons ça !

#CessezLeFeu",2023-11-02T08:20:00.000Z,@ericcoquerel,True,"Since October 7, 130 to 135 Palestinians have been killed in the West Bank, where Hamas is not.

In Gaza, so many civilians killed (8,805) make it impossible to speak of collateral victims of a war against Hamas but of assumed targets for ethnic cleansing.

All this recalls the objective announced in September by Netanyahu: to put an end to these two Palestinian territories and integrate them into Israel.

This enterprise will bring misfortune to both peoples, Palestinian but also Israeli. Let's stop this!

#CeaseTheFire"
1686,Soraya Salma,1720318508473393328,0,0,0,0,Hamas,"Israël  a  toujours empêcher  la solution  à  deux États.
Le Hamas a raison  de dire que Jérusalem🇵🇸  doit être  inclue dans la création  de l'Etat  palestinien.",2023-11-03T05:54:00.000Z,@SorayaSalma2,False,"Israel has always prevented the two-state solution.
Hamas is right to say that Jerusalem must be included in the creation of the Palestinian state."
1687,ThatFedlyCrysta ♪ FREE PALESTINE! 🇵🇸,1720318544767021479,0,0,0,0,Palestine,Dammit got Mein kactus 🌵🌵🌵,2023-11-03T05:54:00.000Z,@ThatFedlyCrysta,False,Dammit got Mein cactus 🌵🌵🌵
1688,State of Palestine - MFA 🇵🇸🇵🇸,1718182750102950158,288,19,23,236,Palestine,"Israel is using internationally banned weapons in its ongoing aggression against Palestinian civilians in the Gaza Strip

اسرائيل تستخدم الأسلحة المحرمة دولياً في عدوانها المتواصل ضد المدنيين الفلسطينيين في قطاع غزة

#Gaza_Under_Attack
#Palestine
#IsraeliWarCrimes
@FoxNews @CNN @BBCWorld",2023-10-28T08:27:00.000Z,@pmofa,True,"Israel is using internationally banned weapons in its ongoing aggression against Palestinian civilians in the Gaza Strip

Israel uses internationally banned weapons in its ongoing aggression against Palestinian civilians in the Gaza Strip

#Gaza_Under_Attack
#Palestine
#IsraeliWarCrimes
@FoxNews @CNN @BBCWorld"
1689,وَسِيمْ 🇵🇸,1719656258108792898,35612,75,34,15260,Palestine,"when you see isr*eIis comfortably abusing people in broad daylight outside occupied Palestine, know they believe they’re operating under the same impunity they exercise when brutalising Palestinians. they forget that in the moment they’re not wearing their uniforms",2023-11-01T10:02:00.000Z,@w5ssim,True,"when you see isr*eIis comfortably abusing people in broad daylight outside occupied Palestine, know they believe they’re operating under the same impunity they exercise when brutalising Palestinians. they forget that in the moment they’re not wearing their uniforms"
1690,Walid Mahmoud ,1720221269331718297,340,6,7,228,Palestine,Palestine TV reporter takes off his press uniform and says it doesn't protect any journalist at all.,2023-11-02T23:28:00.000Z,@WalidMahmodRouk,True,Palestine TV reporter takes off his press uniform and says it doesn't protect any journalist at all.
1691,Sara Rey,1720145804885672007,2781,27,57,1133,Palestine,Free Free Palestine. 🇵🇸,2023-11-02T18:28:00.000Z,@SaraReyi,False,Free Free Palestine. 🇵🇸
1692,Aditya Menon,1720172493061931510,1796,10,66,710,Palestine,"Had it not been for @AlJazeera and individual journalists from Palestine, Israeli propaganda would have a free run. So many of these journalists and their families have paid with their lives. As journalists we owe them a huge debt.",2023-11-02T20:14:00.000Z,@AdityaMenon22,False,"Had it not been for @AlJazeera and individual journalists from Palestine, Israeli propaganda would have a free run. So many of these journalists and their families have paid with their lives. As journalists we owe them a huge debt."
1693,Robert Martin 🇵🇸,1720164484554363357,1308,78,90,608,Palestine,Australian Prime Minister Albanese was a staunch supporter of Palestine until he had the power to make a difference.,2023-11-02T19:42:00.000Z,@Robert_Martin72,False,Australian Prime Minister Albanese was a staunch supporter of Palestine until he had the power to make a difference.
1694,mediokerfess,1720293829247631836,144,2,6,82,Palestine,"imho, lebih baik langsung salurin donasi lewat kanal resmi negara aja drpd ke tangan ketiga atau lewat beli produk 👍

jangan lupa difollow IG embassy palestine untuk info terkini",2023-11-03T04:16:00.000Z,@mediocrickey,False,"imho, it's better to channel donations directly through official state channels rather than to third hands or by purchasing products 👍

Don't forget to follow the Palestinian Embassy's IG for the latest information"
1695,🇵🇸andrew🇵🇸,1720318541524541886,0,0,0,0,Palestine,"Of course the Palestinians are indigenous there you cosmic ignoramus. It's the colonizers from Europe color and everywhere but Palestine, who are not. Yeah and if they were there for only 2,000 years, this would still qualify, as opposed to their deep origin in prehistory",2023-11-03T05:54:00.000Z,@harmlesstree2,False,"Of course the Palestinians are indigenous there you cosmic ignoramus. It's the colonizers from Europe color and everywhere but Palestine, who are not. Yeah and if they were there for only 2,000 years, this would still qualify, as opposed to their deep origin in prehistory"
1696,🍊🇵🇸,1719974883072123041,17457,1047,523,3846,Palestine,imo siwi widi still did the best oplas than the other gundik2 i ever seen..... she used the money really well... like imagine from that kind of face,2023-11-02T07:09:00.000Z,@sstellajeruk,True,imo siwi widi still did the best oplas than the other gundik2 i ever seen..... she used the money really well... like imagine from that kind of face
1697,weshock,1720318541172224174,0,0,0,0,Palestine,Brief visit to see your kids after killing innocent kids. Can we just stop the war cos of the excessive killing of innocent lives. Let there be a ceasefire and allow diplomatic solutions. Every Innocent Lives Matters! Israel 🇮🇱 Palestine 🇵🇸,2023-11-03T05:54:00.000Z,@Arojojoye01,True,Brief visit to see your kids after killing innocent kids. Can we just stop the war cos of the excessive killing of innocent lives. Let there be a ceasefire and allow diplomatic solutions. Every Innocent Lives Matters! Israel 🇮🇱 Palestine 🇵🇸
1698,YB𝕏,1720242638010650949,442,4,17,201,Hamas,"Anwar: 
Zionis Israel zalim. Malaysia sokong Hamas! Ganyang Israel! Hidup Palestin!

Netanyahu: 
Celaka punya Anwar. Kena buat sesuatu ni! Arahkan cytro IDF & media attack Anwar lepas ni. 

PAS-BERSATU:
Say no more saarrrr. We will attack him for you! 

Demikianlah.",2023-11-03T00:53:00.000Z,@ybperpaduan,True,"Anwar:
Zionist Israel is tyrannical. Malaysia supports Hamas! Israel! Long live Palestine!

Netanyahu:
Woe to Anwar. Have to do something! Direct the IDF cytro & media attack Anwar this time.

PAS-BERSATA:
Say no more saarrrrr. We will attack him for you!

That's it."
1699,Mehmet Anıl Aras,1720318506741219823,0,0,0,0,Hamas,"Selam olsun Kassam Tugayları Sözcüsü Ebu Ubeydeye ve diğer mücahidlere

#gazzedekatliamvar #gazze #islam #ümmet #insanlık #ebuubeyde #hamas #kassamtugaylari #uhuvvet #aksatufanı",2023-11-03T05:54:00.000Z,@Anl96240172,False,"Greetings to Qassam Brigades Spokesperson Abu Ubeyde and other mujahideen.

#massacre in gaza #gaza #islam #ummah #humanity #ebuubeyde #hamas #qassambrigades #uhuforce #disruption"
1700,Julien Bahloul,1719711094275510625,2249,108,871,856,Hamas,"8 ans.

Ils ont tranché la main d'une fillette israélienne de 8 ans et l'ont laissée hurler sur le sol se vider de son sang pendant des heures. 

8 ans.

""Le Hamas"" n'excuse pas tout. 
Quel genre de peuple est-il capable d'une telle barbarie froide sur des enfants ?

8 ans.",2023-11-01T13:40:00.000Z,@julienbahloul,True,"8 years.

They cut off the hand of an 8-year-old Israeli girl and left her screaming on the ground bleeding to death for hours.

8 years.

“Hamas” does not excuse everything.
What kind of people are capable of such cold barbarity on children?

8 years."
1701,p0rkch0pian,1720318505726140903,0,0,0,0,Hamas,"Gee, maybe Hamas will help.  Y'think?",2023-11-03T05:54:00.000Z,@p0rkch0p10,False,"Gee, maybe Hamas will help.  Y'think?"
1702,Jason Overstreet,1720107609254993975,117,1,7,20,Hamas,"Feel free to shut the hell up and never speak again. Thousands and thousands of innocent Palestinian children are not Hamas, you goofy fucking weirdo.",2023-11-02T15:56:00.000Z,@JasonOverstreet,True,"Feel free to shut the hell up and never speak again. Thousands and thousands of innocent Palestinian children are not Hamas, you goofy fucking weirdo."
1703,Howard Beckett,1720125123938644131,3953,112,340,2461,Hamas,"134 Palestinians have been killed in the West Bank.

1,960 injured.

This is a soldier trying to justify 4 young Palestinians shot in front of journalists, for throwing stones.

Hamas are not in the West Bank.

It isn’t defence. It’s genocide.",2023-11-02T17:06:00.000Z,@BeckettUnite,True,"134 Palestinians have been killed in the West Bank.

1,960 injured.

This is a soldier trying to justify 4 young Palestinians shot in front of journalists, for throwing stones.

Hamas are not in the West Bank.

It isn’t defence. It’s genocide."
1704,Aviator Anil Chopra,1720085692414607484,414,9,18,92,Hamas,Trained by the Hamas 😜😃,2023-11-02T14:29:00.000Z,@Chopsyturvey,False,Trained by the Hamas 😜😃
1705,Adam,1719609300572659833,311,10,84,104,Hamas,"It's not Halloween
#Israel #Hamas #Gaza",2023-11-01T06:56:00.000Z,@FallenXRPAngel,True,"It's not Halloween
#Israel #Hamas #Gaza"
1706,#CeasefireNow فِداء,1720171757078765984,2467,35,11,1564,Gaza,"Journalist Mohammad abo Hatab and his family were murdered in an airstrike that struck their home 1 hour ago in Khanyounis, southern Gaza Strip.",2023-11-02T20:11:00.000Z,@fidaazaanin,False,"Journalist Mohammad abo Hatab and his family were murdered in an airstrike that struck their home 1 hour ago in Khanyounis, southern Gaza Strip."
1707,TIMES OF GAZA,1720132322656149725,20016,595,178,14502,Gaza,Breaking: 4 cancer patients die as the only cancer hospital in Gaza Strip has been forced to shut due to fuel shortage.,2023-11-02T17:34:00.000Z,@Timesofgaza,False,Breaking: 4 cancer patients die as the only cancer hospital in Gaza Strip has been forced to shut due to fuel shortage.
1708,Middle East Observer,1720234081533690305,1054,18,27,618,Gaza,📹 Casual breakfast in #Gaza,2023-11-03T00:19:00.000Z,@ME_Observer_,True,📹 Casual breakfast in #Gaza
1709,Adam,1720151633965818134,70,7,11,26,Gaza,"This man runs up to an Israeli tank, setting up an explosive device - he risked his life
#Israel #Gaza #FreePalestine",2023-11-02T18:51:00.000Z,@FallenXRPAngel,True,"This man runs up to an Israeli tank, setting up an explosive device - he risked his life
#Israel #Gaza #FreePalestine"
