fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified
Overland Journal,1719948880098607331,431,17,14,169,Palestine,"""We implore The University of Melbourne to stand on the right side of history by condemning Israel’s genocidal attack against the people of Palestine.""

Calling all @UniMelb affiliates to read and sign this powerful open letter. 
overland.org.au/2023/11/open…",2023-11-02T05:25:00.000Z,@OverlandJournal,FALSE
Husam Zomlot,1720078559237341589,22366,667,806,14391,Palestine,"Today marks 106 years since Britain issued its colonial #BalfourDeclaration, which gave our land away and reduced us to the ""non-Jewish"" population. The ongoing campaign of mass murder against our people in #Gaza and all over #Palestine is a stark reminder of the catastrophic consequences of that declaration. It is the  responsibility of the UK to correct this historic injustice, demand an immediate end to Israel's aggression, recognise the #State_of_Palestine and collect international support to once and for all end Israel's #occupation.",2023-11-02T14:01:00.000Z,@hzomlot,TRUE
nhi,1720139674235330879,15411,30,1,7737,Palestine,palestine persists,2023-11-02T18:03:00.000Z,@onenhillion,FALSE
Art Person,1720120627774812219,64224,133,0,26560,Palestine,"The adults in Palestine are equally as precious and innocent as the children. All of them deserve to be safe, and free. None of them deserve this oppression and occupation.",2023-11-02T16:48:00.000Z,@ARTBYVENUS,FALSE
Tuğçe Kazaz,1720147318513483829,3043,38,483,710,Palestine,"Türk askeri Gazze’ye niye gitmiyor?!

#Palestine #GazaGenocide #FreePalestine TSK Gazze’ye",2023-11-02T18:34:00.000Z,@tugce_kazaz1,TRUE
Aliff_qu🌺,1720305569075274123,26,1,2,26,Palestine,"Give them a chance to live 

Free Free Palestine 

@RTErdogan
@KingSalman 
@UNICEF 

#FreePalestine 
#StopGazaGenocide",2023-11-03T05:03:00.000Z,@AlnilamOmar,FALSE
5Pillars,1719725136138342850,1160,15,58,617,Palestine,"The London office for the Islamic Human Rights Commission has been vandalised. 

In response, the IHRC said: ""They target us because of our support for Palestine. We will not be silenced.""

@ihrc #London #Palestine",2023-11-01T14:36:00.000Z,@5Pillarsuk,TRUE
Muhammad Smiry 🇵🇸,1720318244395860140,623,3,78,96,Gaza,Razan sending Salam from Gaza,2023-11-03T05:53:00.000Z,@MuhammadSmiry,TRUE
TIMES OF GAZA,1720125996236423405,16006,581,239,12211,Gaza,"Desperate Palestinian father searches for his children among the rubble of his house which has been bombed by lsraeli warplanes during a heavy air attack on Bureij camp, Gaza.",2023-11-02T17:09:00.000Z,@Timesofgaza,FALSE
Témoris Grecko,1720163742581747825,336,6,15,242,Gaza,"En Gaza, cada hora que pasa, los ataques israelíes:

-matan a 15 personas, de las que 6 son niños.
-hieren (no lastiman, hieren, y eso incluye amputaciones y graves daños permanentes) a 35 personas.
-arrojan 42 bombas.
-destruyen 12 edificios.

El promedio de los primeros 19 días de guerra es de 370 muertos diarios.

Pero en los últimos días, el ritmo asesino se ha intensificado, según muestra esta gráfica de Al Jazeera (aquí es cuando ciertos seres humanos dicen ""¡ah, Al Jazeera! ¿Y tú les crees?"" Como si menos muertos diarios -350 o 320 o 300- no fueran algo gravísimo... ¿no se supone que los seres humanos son... humanitarios?): el 24 de octubre, por ejemplo, mataron a 756 personas, más del doble del promedio.",2023-11-02T19:39:00.000Z,@temoris,TRUE
TIMES OF GAZA,1720023693923905551,7488,145,194,6781,Gaza,Gaza Strip is being flattened.,2023-11-02T10:22:00.000Z,@Timesofgaza,FALSE
Ariane Anemoyannis,1720160055901696092,1487,7,133,654,Gaza,"« Enfants de Gaza, enfants de Palestine, c’est l’humanité qu’on assassine ! » Place de la République ce soir📍

Contre le génocide 
Contre la colonisation 
Contre la complicité de la France  

Rdv samedi pour une manifestation massive en soutien à la Palestine 🇵🇸",2023-11-02T19:24:00.000Z,@AAnemoyannis,FALSE
Middle East Observer,1720079272432546244,783,19,31,198,Gaza,"""Why isn't Hezbollah destroying Tel Aviv with heavy missiles ?""

This is very simple.. Hezbollah has the luxury to do military operations on a front without Israel destroying Beirut like Gaza. This is because the destruction of Beirut will immediately lead to the destruction of Tel Aviv. This balance allows Hezbollah to grind the Israeli military in northern Palestine without igniting a war of mass destruction. 

Lebanon can fire missiles at Tel Aviv, but instead of crying for Palestinian children, you will double your cries and cry for Lebanese children too, the scope of massacres will double.

Why double the massacres when you can do military operations without full scale war ?

Israeli defenses are getting grinded in the northern front at the moment.",2023-11-02T14:03:00.000Z,@ME_Observer_,TRUE
The Cradle,1718722231856214152,13616,1466,229,10884,Gaza,"Leaked: Israeli plan to ethnically cleanse Gaza
ift.tt/orIBduY",2023-10-29T20:11:00.000Z,@TheCradleMedia,TRUE
🚨DIRECT DÉBAT 🚨,1719971272065495349,5120,92,132,1877,Gaza,"🔴FLASH : 🇮🇱🇵🇸 Un Palestinien remerciant les Juifs orthodoxes pour leurs appels à mettre fin à la guerre
✅Nous avons besoin de plus de gens comme ça des deux côtés
#FreePalestine #Gaza #Ciaran #LUMS #Palestine #Islamophobia #IsraelTerrorism #GazaGenocide",2023-11-02T06:54:00.000Z,@DirectDebat,TRUE
UHN Plus,1720081380036780303,5533,94,170,2877,Gaza,"🇮🇱🇵🇸 | Una madre, llorando sobre el cuerpo de su hijo fallecido en un ataque aéreo israelí en Gaza, grita a la cámara de un periodista: ""esto ocurrió por culpa de esos perros de Hamás"". Un ""trabajador de rescate"" le cubre la boca y le ordena callarse.",2023-11-02T14:12:00.000Z,@UHN_Plus,TRUE
Middle East Eye,1720110814546256168,23,0,1,15,Gaza,"🔴UPDATE #Israel #Palestine

- UN experts have called for a truce in Gaza, stating that the Palestinian people were at ""grave risk of genocide""

- A Hamas rocket launched from Lebanon has wounded at least two people and caused damage in the northern Israeli city of Kiryat Shmona

More here ⤵️
middleeasteye.net/news/israe…",2023-11-02T16:09:00.000Z,@MiddleEastEye,TRUE
OSINTdefender,1720124885492523357,8143,63,483,1103,Gaza,"Gaza City now appears to be under Siege by Israeli Ground, Naval, and Air Assets.",2023-11-02T17:05:00.000Z,@sentdefender,TRUE
Jackson Hinkle 🇺🇸,1720178317435814018,15867,225,1017,9398,Gaza,🚨🇮🇱 ISRAELI TERRORISTS just intentionally BOMBED an ambulance in Gaza.,2023-11-02T20:37:00.000Z,@jacksonhinklle,TRUE
Lambe Waras,1720199024945590563,250,0,0,68,Gaza,"Ngiri sama BangOnim, karena Aku tak bisa kesana, sedangkan saat ini sangat nampak sekali bahwa Gaza adalah tanah tempat menuju Surga-Nya.
🥺🥺🥺",2023-11-02T21:59:00.000Z,@abu_waras,FALSE
Blitzer Media Group,1720254644323070312,775,21,5,769,Gaza,"@RealScottRitter 💯 on point 

If you remove the civilians death. This war is over and the resistance axis has won. 

The collective west will never recover.  Imperialism has been defeated. 

#gaza #lebanon #Wagner #yemen #Syria #Iraq #حزب_الله #Hezbullah",2023-11-03T01:40:00.000Z,@lord_avicenna,TRUE
Irfan_newboys🇲🇾🇵🇸🏳️🏴,1720315570187546857,209,2,14,138,Gaza,"TERKINI

IDF MENGELUARKAN SENARAI 4 ANGGOTA MAMPUS(MATI) DAN 3 LAGI CEDERA PARAH AKIBAT PERTEMPURAN DI GAZA

1) Kapten Beni Wais, Komander Kompeni Batalion 195 Briged Berperisai 460 dari Haifa 

2) Sarjan Utama(Simpanan) Uriah Mash dari Batalion 52 Briged Berperisai 401 dari Talmon

3) Sarjan Utama Simpanan Yehonatan Yosef Brand 28 tahun dari Batalion 52 Briged Berperisai 401 dari Baitul Maqdis 

4) Sarjan Mejar Simpanan Gol Pishitz iaitu pemandu kereta kebal berusia 39 tahun dari Batalion ke 9 Briged Berperisai 401 dari Harish

3 CEDERA PARAH

1) Seorang anggota dari Batalion 52 Briged Berperisai 401

2) Seorang anggota dari Batalion 7008 Briged 551

3) Seorang anggota dari Batalion 429 Briged Harel 

Identiti mereka tidak didedahkan",2023-11-03T05:42:00.000Z,@Marchfoward,TRUE
Jackson Hinkle 🇺🇸,1720213021593604201,11774,159,712,6057,Gaza,"🚨🇵🇸 The skyline over Gaza looks like HELL ON EARTH.

🇮🇱 But the media will STILL tell you “Israel is good” & “Palestinians are bad.”",2023-11-02T22:55:00.000Z,@jacksonhinklle,TRUE
Muhammad Smiry 🇵🇸,1720153410094166102,40689,1212,950,28417,Gaza,"More than 11,000 people have been killed in the lsraeli bombing on Gaza.",2023-11-02T18:58:00.000Z,@MuhammadSmiry,TRUE
Mario Nawfal,1720312347623903290,401,9,150,228,Gaza,"🇵🇸🇮🇱 ""Rockets Targeted Us [while we evacuated]""

Palestinian girl shared her evacuation story to South Gaza:

""As we were driving a rocket targeted us, my mom was bleeding, and my 8 year old sisters hands were amputated as I had no idea where my 5 year old sister was.""",2023-11-03T05:30:00.000Z,@MarioNawfal,TRUE
inqilāb,1720021132823208092,29648,277,101,13853,Gaza,"This is Executive Director of UNICEF. She is married to Thomas E. Donilon, Chairman of the BlackRock. BlackRock invests $36 billion in military weapons which are currently being used to kill thousands of children in Gaza right now.",2023-11-02T10:12:00.000Z,@tastefullysaucy,FALSE
Kemal Öztürk,1720208384555712801,539,1,13,158,Gaza,"“We’re on the right side of history”

Tarihin doğru tarafındayız…

Celtik taraftarları Filistini desteklerken bunu dediler.

Türkiye’de bazı insanlar bu cümleyi kuramayacak…
Ve tarih onları hep hatırlayacak

#gaza #gazze",2023-11-02T22:36:00.000Z,@kemalozturk2020,TRUE
Dr. Eli David,1719999134126514617,38406,1067,2288,13583,Gaza,"Grieving Palestinian in Gaza: “All this is because of the dogs of Hamas.”
(""كل هذا بسبب كلاب حماس"")

They immediately cover her mouth to silence her.",2023-11-02T08:45:00.000Z,@DrEliDavid,TRUE
Motaz Azaiza (Press),1720287639780106345,6094,155,189,4711,Gaza,"It is 5 am - we woke up on this. 

We do not have words to describe how we feel. 
@Hind_Gaza @alijadallah66",2023-11-03T03:51:00.000Z,@motazazaizagaza,FALSE
🔮ف,1720318733212627261,0,0,0,0,Gaza,"Water runs out in gaza strip, 
People saying even salty water not available.

@UN #Gaza #غزة_تنتصر #Palestine @Byoussef @georgegalloway @jacksonhinklle",2023-11-03T05:55:00.000Z,@Ftimaaaah,FALSE
البيروتي,1720318732881502607,0,0,0,0,Gaza,What is happening in #GAZA Layal!?,2023-11-03T05:55:00.000Z,@beiruti1986,FALSE
yusuf kaplan,1720200234091888898,1404,12,16,454,Gaza,"Filistin’lerin cesaretleri, vakarları, Allah'a tam teslimiyetleri, İsrailli ve Batılı gençler üzerinde şok etkisi yapıyor, İslâm'a ilgide patlama yaşanmasına yol açıyor!
Elhamdülillah.
Allah büyüktür.
#CeasefireForGaza #Gaza_Genocide #FreePalestine",2023-11-02T22:04:00.000Z,@yenisafakwriter,TRUE
Jackson Hinkle 🇺🇸,1720157301468774722,15541,316,1128,10147,Gaza,"🚨🇮🇱 Israel has been BOMBING Gaza for 13 STRAIGHT HOURS! 

Follow @stairwayto3dom (source)",2023-11-02T19:13:00.000Z,@jacksonhinklle,TRUE
hossam bahgat حسام بهجت,1720207746916626837,291,7,9,239,Gaza,"Words of Israeli professor of Holocaust and genocide studies at Brown University Omer Bartov. One of the world’s leading authorities on the subject of genocide says on MSNBC:
""The possibility of genocide is staring us in the face"" in Gaza
Watch the interview",2023-11-02T22:34:00.000Z,@hossambahgat,FALSE
Jackson Hinkle 🇺🇸,1720232688236261441,15424,337,732,7784,Palestine,"💔🇵🇸 His family is trapped under the rubble.

The media won’t show you the TRUTH about PALESTINE!",2023-11-03T00:13:00.000Z,@jacksonhinklle,TRUE
Ibtihal,1720179641711829158,5819,108,52,4029,Palestine,"“The vest doesn’t protect us
The helmet doesn’t protect us
The press logo doesn’t protect us
So what’s the point of wearing them?” 

A Palestine TV correspondent mourns his colleague, who was killed by Israeli forces with his family in Khan Younis.",2023-11-02T20:42:00.000Z,@IbtihalGaza,FALSE
Ann,1719982667339350471,3511,54,50,609,Palestine,Dating an emotionally intelligent man is top tier 🤝,2023-11-02T07:39:00.000Z,@Annie_Modiba,TRUE
Adil Raja,1720141036729630842,11293,74,177,4839,Palestine,کیا عمران خان کا پیغام نہایت واضح نہیں ہے ؟,2023-11-02T18:09:00.000Z,@soldierspeaks,TRUE
Eva Sri Diana Chaniago,1720145386986192971,924,29,31,667,Palestine,"Hanya manusia yang bisa memahami ini

FREE PALESTINE 🇵🇸✊🏻
🇲🇨 Stand with Palestine 🇵🇸

#FreePalestine 
#GazaGenocide 
#IsraelTerroristCountry",2023-11-02T18:26:00.000Z,@DrEvaChaniago,TRUE
Hurt CoPain,1720239270701514995,59329,61,192,17068,Palestine,if only they cared about giving their citizens free healthcare and education as much as they care about ethnically cleansing palestine,2023-11-03T00:39:00.000Z,@SaeedDiCaprio,FALSE
🐙• Lucas •🐙 COMMS OPEN !!!,1719856429853544908,13632,14,17,7298,Palestine,Palestine will be free 🇵🇸 #CeasefireNOW #FreePalestine,2023-11-01T23:18:00.000Z,@octopus_gummies,FALSE
plantman🌿,1720318737608479132,0,0,0,0,Palestine,"Pd gw ga ada keperluan nak share both grief and joy-prolonged nor short term. 

Yg ada keperluan: share what’s happening in Palestine to defeat the israhelldwellers’ propaganda. Mcm lawan syair lah. That’s what honeypot and I r doin. Also, anythng from assim perlu garam sikit",2023-11-03T05:55:00.000Z,@HakimBGZ,FALSE
🇵🇸م,1720318737486614973,0,0,0,0,Palestine,"If in these past three weeks you have gotten closer to your Lord, detached from wordly things, forgiven people who hurt you and realized this is all a temporary test, then understand that:

🚫We are not freeing Palestine! 
✅Palestine is freeing us, Subhanallah🥹",2023-11-03T05:55:00.000Z,@M_MEEEMX,FALSE
Punky Aloha Studio,1720314850478587970,9,0,1,8,Palestine,"“We are the footprints on the northern trail
We are the iron coloring the soil
We cannot be erased.”
-Remi Kanazi

Ceasefire now. End the occupation. 

Free Palestine. 🇵🇸",2023-11-03T05:39:00.000Z,@PunkyAloha,FALSE
Pidot Pelukis Yang Memasak (PPYM),1720101906092343393,2079,6,9,1049,Palestine,WE STAND WITH PALESTINE 🇵🇸,2023-11-02T15:33:00.000Z,@pidotburn,FALSE
Ihsan Ullah Khan 🇵🇰,1720111155824496977,122,5,4,122,Gaza,"Under the Leadership of @MoulanaOfficial Massive Protest start in Karachi Pakistan.
#طوفان_الاقصٰی_سندھ_امن_کانفرنس #غزة_تنتصر 
#Palestine #Gaza @jacksonhinklle",2023-11-02T16:10:00.000Z,@IamIhsanMarwat,TRUE
Middle East Eye,1720272777939185813,811,56,40,710,Gaza,"“Our colleague, Mohammed Abu Hatab was here, just half an hour ago. And now he has left us.”

A journalist in Gaza broke down on live television after his colleague was killed by an Israeli air strike, along with his wife, son, and brother, and many other victims from his family",2023-11-03T02:52:00.000Z,@MiddleEastEye,TRUE
